531.00 , 315.11 , 429.22 , 232.69
541.50 , 334.62 , 421.22 , 234.99
535.44 , 324.55 , 424.54 , 233.53
536.47 , 324.49 , 425.92 , 234.24
521.49 , 298.08 , 435.62 , 229.32
531.00 , 315.11 , 429.22 , 232.69
526.02 , 306.34 , 432.46 , 231.05
549.18 , 345.38 , 419.13 , 237.05
542.50 , 334.55 , 422.55 , 235.69
542.50 , 334.55 , 422.55 , 235.69
543.54 , 334.47 , 423.88 , 236.40
526.02 , 306.34 , 432.46 , 231.05
536.47 , 324.49 , 425.92 , 234.24
542.50 , 334.55 , 422.55 , 235.69
549.18 , 345.38 , 419.13 , 237.05
535.44 , 324.55 , 424.54 , 233.53
548.20 , 345.47 , 417.85 , 236.35
555.63 , 357.22 , 414.42 , 237.61
549.14 , 346.96 , 418.89 , 238.71
550.19 , 345.29 , 420.40 , 237.76
543.50 , 336.03 , 423.61 , 238.01
544.56 , 335.94 , 424.91 , 238.70
551.24 , 345.20 , 421.68 , 238.47
543.50 , 336.03 , 423.61 , 238.01
537.53 , 324.43 , 427.30 , 234.95
532.04 , 316.63 , 430.37 , 234.95
527.14 , 306.31 , 433.95 , 231.77
527.09 , 307.87 , 433.66 , 233.28
528.24 , 307.82 , 435.13 , 233.99
523.76 , 299.59 , 438.39 , 232.24
513.01 , 289.43 , 440.10 , 231.57
509.66 , 282.35 , 443.14 , 229.62
523.76 , 299.59 , 438.39 , 232.24
527.09 , 307.87 , 433.66 , 233.28
528.24 , 307.82 , 435.13 , 233.99
532.04 , 316.63 , 430.37 , 234.95
527.09 , 307.87 , 433.66 , 233.28
523.76 , 299.59 , 438.39 , 232.24
523.76 , 299.59 , 438.39 , 232.24
533.16 , 316.57 , 431.79 , 235.65
544.56 , 335.94 , 424.91 , 238.70
558.60 , 356.90 , 418.09 , 239.73
558.60 , 356.90 , 418.09 , 239.73
558.55 , 358.44 , 417.81 , 241.38
558.60 , 356.90 , 418.09 , 239.73
552.32 , 345.11 , 422.95 , 239.20
552.32 , 345.11 , 422.95 , 239.20
545.71 , 334.32 , 426.54 , 237.85
551.24 , 345.20 , 421.68 , 238.47
538.63 , 324.37 , 428.68 , 235.68
525.11 , 311.52 , 430.81 , 235.37
557.58 , 357.01 , 416.87 , 239.01
566.82 , 369.64 , 414.46 , 240.88
566.82 , 369.64 , 414.46 , 240.88
566.82 , 369.64 , 414.46 , 240.88
566.82 , 369.64 , 414.46 , 240.88
545.71 , 334.32 , 426.54 , 237.85
545.71 , 334.32 , 426.54 , 237.85
551.24 , 345.20 , 421.68 , 238.47
544.61 , 334.40 , 425.21 , 237.12
545.71 , 334.32 , 426.54 , 237.85
544.61 , 334.40 , 425.21 , 237.12
558.60 , 356.90 , 418.09 , 239.73
551.24 , 345.20 , 421.68 , 238.47
544.63 , 332.86 , 425.58 , 235.57
533.23 , 313.49 , 432.48 , 232.65
533.23 , 313.49 , 432.48 , 232.65
537.54 , 322.87 , 427.65 , 233.41
537.53 , 324.43 , 427.30 , 234.95
533.23 , 313.49 , 432.48 , 232.65
528.29 , 306.27 , 435.44 , 232.50
533.23 , 313.49 , 432.48 , 232.65
533.21 , 315.03 , 432.10 , 234.14
533.21 , 315.03 , 432.10 , 234.14
544.61 , 334.40 , 425.21 , 237.12
538.63 , 324.37 , 428.68 , 235.68
538.63 , 324.37 , 428.68 , 235.68
544.61 , 334.40 , 425.21 , 237.12
543.54 , 334.47 , 423.88 , 236.40
557.58 , 357.01 , 416.87 , 239.01
558.60 , 356.90 , 418.09 , 239.73
566.82 , 369.64 , 414.46 , 240.88
551.24 , 345.20 , 421.68 , 238.47
544.61 , 334.40 , 425.21 , 237.12
557.58 , 357.01 , 416.87 , 239.01
565.82 , 369.77 , 413.29 , 240.17
557.58 , 357.01 , 416.87 , 239.01
542.50 , 334.55 , 422.55 , 235.69
542.50 , 334.55 , 422.55 , 235.69
536.47 , 324.49 , 425.92 , 234.24
549.18 , 345.38 , 419.13 , 237.05
549.18 , 345.38 , 419.13 , 237.05
537.53 , 324.43 , 427.30 , 234.95
532.09 , 315.07 , 430.66 , 233.41
532.09 , 315.07 , 430.66 , 233.41
532.09 , 315.07 , 430.66 , 233.41
536.47 , 324.49 , 425.92 , 234.24
536.47 , 324.49 , 425.92 , 234.24
556.59 , 357.12 , 415.65 , 238.31
536.47 , 324.49 , 425.92 , 234.24
531.00 , 315.11 , 429.22 , 232.69
526.02 , 306.34 , 432.46 , 231.05
536.47 , 324.49 , 425.92 , 234.24
531.00 , 315.11 , 429.22 , 232.69
531.00 , 315.11 , 429.22 , 232.69
541.50 , 334.62 , 421.22 , 234.99
535.44 , 324.55 , 424.54 , 233.53
541.50 , 334.62 , 421.22 , 234.99
542.50 , 334.55 , 422.55 , 235.69
555.63 , 357.22 , 414.42 , 237.61
541.50 , 334.62 , 421.22 , 234.99
541.50 , 334.62 , 421.22 , 234.99
541.50 , 334.62 , 421.22 , 234.99
548.20 , 345.47 , 417.85 , 236.35
536.47 , 322.91 , 426.24 , 232.67
549.18 , 345.38 , 419.13 , 237.05
541.50 , 334.62 , 421.22 , 234.99
542.50 , 334.55 , 422.55 , 235.69
556.59 , 357.12 , 415.65 , 238.31
549.18 , 345.38 , 419.13 , 237.05
556.59 , 357.12 , 415.65 , 238.31
564.85 , 369.89 , 412.12 , 239.47
564.85 , 369.89 , 412.12 , 239.47
556.59 , 357.12 , 415.65 , 238.31
556.55 , 358.70 , 415.42 , 240.00
564.82 , 371.48 , 411.90 , 241.20
557.53 , 358.57 , 416.62 , 240.69
575.98 , 385.14 , 410.53 , 243.67
558.55 , 358.44 , 417.81 , 241.38
558.55 , 358.44 , 417.81 , 241.38
543.50 , 336.03 , 423.61 , 238.01
543.50 , 336.03 , 423.61 , 238.01
550.15 , 346.85 , 420.14 , 239.39
566.82 , 369.64 , 414.46 , 240.88
557.58 , 357.01 , 416.87 , 239.01
565.77 , 371.33 , 413.05 , 241.88
575.05 , 383.74 , 409.67 , 241.24
585.46 , 399.16 , 406.01 , 242.20
574.11 , 383.89 , 408.55 , 240.53
564.85 , 369.89 , 412.12 , 239.47
550.19 , 345.29 , 420.40 , 237.76
557.58 , 357.01 , 416.87 , 239.01
575.05 , 383.74 , 409.67 , 241.24
550.19 , 345.29 , 420.40 , 237.76
544.61 , 334.40 , 425.21 , 237.12
550.19 , 345.29 , 420.40 , 237.76
550.15 , 346.85 , 420.14 , 239.39
557.58 , 357.01 , 416.87 , 239.01
564.85 , 369.89 , 412.12 , 239.47
556.59 , 357.12 , 415.65 , 238.31
575.05 , 383.74 , 409.67 , 241.24
557.58 , 357.01 , 416.87 , 239.01
566.82 , 369.64 , 414.46 , 240.88
558.60 , 356.90 , 418.09 , 239.73
566.77 , 371.18 , 414.19 , 242.57
566.77 , 371.18 , 414.19 , 242.57
551.18 , 346.74 , 421.39 , 240.09
558.55 , 358.44 , 417.81 , 241.38
537.53 , 324.43 , 427.30 , 234.95
532.09 , 315.07 , 430.66 , 233.41
537.53 , 324.43 , 427.30 , 234.95
531.00 , 315.11 , 429.22 , 232.69
536.47 , 324.49 , 425.92 , 234.24
537.53 , 324.43 , 427.30 , 234.95
532.09 , 315.07 , 430.66 , 233.41
527.14 , 306.31 , 433.95 , 231.77
521.49 , 298.08 , 435.62 , 229.32
521.49 , 298.08 , 435.62 , 229.32
526.02 , 306.34 , 432.46 , 231.05
521.49 , 298.08 , 435.62 , 229.32
526.02 , 306.34 , 432.46 , 231.05
526.02 , 306.34 , 432.46 , 231.05
521.49 , 298.08 , 435.62 , 229.32
522.64 , 296.50 , 437.52 , 228.59
532.10 , 313.51 , 431.01 , 231.90
564.85 , 369.89 , 412.12 , 239.47
556.59 , 357.12 , 415.65 , 238.31
564.85 , 369.89 , 412.12 , 239.47
573.20 , 384.03 , 407.43 , 239.84
583.64 , 399.48 , 403.87 , 240.80
584.53 , 399.32 , 404.94 , 241.50
595.47 , 416.64 , 400.28 , 241.67
574.11 , 383.89 , 408.55 , 240.53
564.85 , 369.89 , 412.12 , 239.47
584.53 , 399.32 , 404.94 , 241.50
585.46 , 399.16 , 406.01 , 242.20
575.05 , 383.74 , 409.67 , 241.24
598.18 , 416.09 , 403.33 , 243.76
585.46 , 399.16 , 406.01 , 242.20
598.18 , 416.09 , 403.33 , 243.76
598.18 , 416.09 , 403.33 , 243.76
586.41 , 398.99 , 407.07 , 242.90
575.05 , 383.74 , 409.67 , 241.24
565.82 , 369.77 , 413.29 , 240.17
565.82 , 369.77 , 413.29 , 240.17
556.59 , 357.12 , 415.65 , 238.31
549.18 , 345.38 , 419.13 , 237.05
556.59 , 357.12 , 415.65 , 238.31
564.85 , 369.89 , 412.12 , 239.47
549.18 , 345.38 , 419.13 , 237.05
542.50 , 334.55 , 422.55 , 235.69
542.50 , 334.55 , 422.55 , 235.69
549.18 , 345.38 , 419.13 , 237.05
549.18 , 345.38 , 419.13 , 237.05
557.58 , 357.01 , 416.87 , 239.01
564.85 , 369.89 , 412.12 , 239.47
574.11 , 383.89 , 408.55 , 240.53
596.34 , 416.46 , 401.30 , 242.36
573.20 , 384.03 , 407.43 , 239.84
563.92 , 370.02 , 410.95 , 238.77
555.63 , 357.22 , 414.42 , 237.61
556.59 , 357.12 , 415.65 , 238.31
541.50 , 334.62 , 421.22 , 234.99
549.18 , 345.38 , 419.13 , 237.05
542.50 , 334.55 , 422.55 , 235.69
529.94 , 315.16 , 427.79 , 231.98
520.38 , 298.10 , 434.08 , 228.61
520.38 , 298.10 , 434.08 , 228.61
529.94 , 315.16 , 427.79 , 231.98
541.50 , 334.62 , 421.22 , 234.99
535.43 , 322.95 , 424.84 , 231.94
541.49 , 333.02 , 421.52 , 233.37
548.19 , 343.87 , 418.14 , 234.69
556.59 , 355.54 , 415.95 , 236.64
552.87 , 361.56 , 411.53 , 239.15
561.92 , 374.41 , 409.12 , 240.92
561.92 , 374.41 , 409.12 , 240.92
546.58 , 351.13 , 415.88 , 240.37
546.58 , 351.13 , 415.88 , 240.37
552.86 , 363.16 , 411.22 , 240.87
553.83 , 363.03 , 412.36 , 241.56
556.59 , 357.12 , 415.65 , 238.31
575.05 , 383.74 , 409.67 , 241.24
564.85 , 369.89 , 412.12 , 239.47
556.59 , 357.12 , 415.65 , 238.31
549.18 , 343.80 , 419.44 , 235.42
543.55 , 332.91 , 424.23 , 234.83
550.20 , 343.73 , 420.74 , 236.15
565.83 , 368.21 , 413.61 , 238.50
575.07 , 382.18 , 409.98 , 239.52
556.59 , 355.54 , 415.95 , 236.64
555.63 , 357.22 , 414.42 , 237.61
564.85 , 369.89 , 412.12 , 239.47
574.11 , 383.89 , 408.55 , 240.53
596.34 , 416.46 , 401.30 , 242.36
584.53 , 399.32 , 404.94 , 241.50
596.34 , 416.46 , 401.30 , 242.36
584.53 , 399.32 , 404.94 , 241.50
564.85 , 369.89 , 412.12 , 239.47
574.11 , 383.89 , 408.55 , 240.53
584.53 , 399.32 , 404.94 , 241.50
596.34 , 416.46 , 401.30 , 242.36
585.46 , 399.16 , 406.01 , 242.20
597.24 , 416.27 , 402.32 , 243.06
584.53 , 399.32 , 404.94 , 241.50
610.69 , 435.43 , 398.60 , 243.83
644.11 , 481.80 , 391.10 , 245.05
610.65 , 437.00 , 398.41 , 245.70
596.31 , 418.04 , 401.12 , 244.22
570.91 , 391.78 , 404.97 , 245.45
575.01 , 385.31 , 409.44 , 242.98
574.07 , 385.47 , 408.34 , 242.31
561.86 , 377.58 , 408.56 , 244.42
565.77 , 371.33 , 413.05 , 241.88
574.07 , 385.47 , 408.34 , 242.31
552.82 , 364.76 , 410.99 , 242.62
552.86 , 363.16 , 411.22 , 240.87
545.59 , 351.24 , 414.69 , 239.67
539.05 , 340.24 , 418.10 , 238.38
533.14 , 330.03 , 421.47 , 237.00
539.05 , 340.24 , 418.10 , 238.38
539.05 , 340.24 , 418.10 , 238.38
527.77 , 320.52 , 424.77 , 235.52
518.46 , 303.24 , 431.19 , 232.28
514.40 , 295.35 , 434.29 , 230.52
510.69 , 287.87 , 437.32 , 228.67
518.46 , 303.24 , 431.19 , 232.28
527.77 , 320.52 , 424.77 , 235.52
525.11 , 311.52 , 430.81 , 235.37
523.99 , 311.57 , 429.41 , 234.65
519.57 , 303.21 , 432.64 , 232.99
523.94 , 313.15 , 429.12 , 236.21
515.49 , 296.91 , 435.49 , 232.73
523.94 , 313.15 , 429.12 , 236.21
519.52 , 304.79 , 432.34 , 234.51
520.66 , 304.74 , 433.77 , 235.21
523.99 , 311.57 , 429.41 , 234.65
523.99 , 311.57 , 429.41 , 234.65
522.63 , 298.06 , 437.16 , 230.05
511.86 , 287.87 , 438.87 , 229.39
526.02 , 306.34 , 432.46 , 231.05
526.02 , 306.34 , 432.46 , 231.05
531.00 , 315.11 , 429.22 , 232.69
531.00 , 315.11 , 429.22 , 232.69
518.46 , 303.24 , 431.19 , 232.28
522.90 , 311.61 , 428.01 , 233.94
527.77 , 320.52 , 424.77 , 235.52
533.14 , 330.03 , 421.47 , 237.00
540.06 , 340.15 , 419.35 , 239.08
546.58 , 351.13 , 415.88 , 240.37
553.83 , 363.03 , 412.36 , 241.56
565.82 , 369.77 , 413.29 , 240.17
560.96 , 376.14 , 407.71 , 241.96
560.96 , 376.14 , 407.71 , 241.96
560.96 , 376.14 , 407.71 , 241.96
560.96 , 376.14 , 407.71 , 241.96
584.53 , 399.32 , 404.94 , 241.50
584.53 , 399.32 , 404.94 , 241.50
596.34 , 416.46 , 401.30 , 242.36
596.34 , 416.46 , 401.30 , 242.36
591.85 , 423.47 , 396.97 , 244.65
625.30 , 457.31 , 393.94 , 243.79
609.81 , 435.64 , 397.63 , 243.13
625.30 , 457.31 , 393.94 , 243.79
604.23 , 443.20 , 392.43 , 244.66
596.34 , 416.46 , 401.30 , 242.36
609.81 , 435.64 , 397.63 , 243.13
596.34 , 416.46 , 401.30 , 242.36
584.53 , 399.32 , 404.94 , 241.50
585.46 , 399.16 , 406.01 , 242.20
575.05 , 383.74 , 409.67 , 241.24
585.46 , 399.16 , 406.01 , 242.20
558.60 , 356.90 , 418.09 , 239.73
