109 , 36
113 , -107
104 , -116
106 , -112
115 , -111
108 , -118
111 , -125
101 , -126
101 , -134
95 , -122
102 , -137
73 , -132
89 , -136
89 , -136
96 , -151
100 , -160
104 , -169
104 , -169
111 , -158
104 , -169
116 , -167
106 , -185
109 , -180
109 , -180
126 , -190
132 , -204
137 , -227
148 , -225
120 , -178
111 , -158
128 , -182
113 , -172
123 , -163
131 , -192
126 , -179
103 , -190
119 , -242
112 , -224
101 , -196
106 , -209
96 , -184
85 , -155
100 , -154
102 , -150
107 , -132
102 , -150
99 , -133
88 , -143
91 , -151
82 , -162
75 , -145
85 , -147
88 , -143
117 , -150
119 , -145
117 , -158
121 , -168
126 , -179
131 , -192
137 , -207
134 , -225
144 , -224
142 , -245
142 , -245
145 , -238
156 , -260
189 , -329
179 , -330
212 , -360
203 , -318
206 , -308
216 , -349
206 , -308
225 , -348
216 , -357
225 , -348
250 , -406
210 , -306
195 , -275
210 , -306
182 , -213
182 , -213
171 , -221
182 , -242
168 , -228
169 , -209
169 , -209
169 , -209
158 , -199
143 , -186
140 , -201
134 , -233
134 , -233
120 , -194
128 , -198
117 , -207
123 , -192
137 , -197
132 , -184
136 , -171
147 , -166
130 , -167
121 , -168
120 , -194
115 , -181
126 , -179
108 , -174
127 , -238
141 , -230
151 , -230
151 , -230
175 , -241
167 , -221
159 , -242
175 , -234
159 , -214
163 , -190
160 , -177
142 , -154
154 , -157
154 , -157
127 , -102
132 , -115
121 , -109
109 , -113
111 , -109
112 , -78
112 , -87
133 , 58
126 , 58
128 , -71
140 , -81
149 , -91
143 , -91
152 , -99
149 , -106
156 , -107
164 , -161
177 , -155
171 , -162
177 , -177
180 , -170
193 , -187
192 , -171
183 , -139
188 , -151
190 , -145
190 , -145
191 , -158
204 , -174
213 , -192
199 , -152
197 , -159
197 , -159
176 , -114
160 , -111
166 , -112
164 , -120
151 , -91
149 , -93
146 , -111
146 , -111
142 , -120
138 , -112
152 , -127
133 , -108
133 , -108
126 , -104
111 , -92
104 , -75
114 , -83
124 , -88
127 , -94
121 , -101
124 , -108
142 , -113
143 , -127
139 , -137
128 , -109
115 , -95
123 , -94
125 , -101
128 , -109
112 , -88
117 , -91
115 , -95
136 , -91
139 , -98
142 , -106
146 , -115
147 , -130
164 , -155
164 , -155
170 , -169
147 , -130
152 , -141
157 , -154
136 , -148
136 , -148
133 , -132
146 , -143
141 , -138
152 , -156
136 , -109
135 , -97
141 , -101
146 , -104
143 , -97
148 , -117
151 , -109
142 , -87
154 , -101
154 , -101
148 , -101
144 , -109
148 , -117
144 , -109
127 , -116
115 , -109
133 , -101
124 , -101
136 , -109
131 , -146
116 , -136
112 , -102
115 , -109
117 , -105
112 , -102
115 , -109
118 , -117
118 , -117
133 , -139
129 , -151
124 , -164
140 , -178
150 , -170
146 , -143
146 , -143
132 , -118
142 , -132
140 , -145
146 , -158
151 , -140
157 , -151
159 , -140
166 , -133
159 , -140
169 , -157
169 , -157
169 , -157
180 , -194
160 , -163
152 , -163
149 , -139
148 , -124
148 , -124
136 , -123
135 , -111
129 , -119
129 , -119
129 , -119
142 , -120
129 , -91
132 , -104
142 , -104
137 , -101
129 , -108
144 , -123
145 , -136
141 , -127
145 , -129
152 , -163
153 , -136
149 , -146
164 , -168
152 , -163
164 , -175
170 , -190
174 , -196
174 , -214
181 , -214
181 , -214
174 , -196
171 , -176
167 , -196
154 , -181
164 , -175
170 , -190
146 , -132
153 , -132
153 , -132
147 , -105
144 , -109
142 , -102
138 , -126
133 , -135
135 , -102
126 , 44
120 , -103
120 , -103
128 , -102
128 , -102
126 , 51
126 , 51
133 , 51
141 , -120
144 , -129
150 , -109
151 , -106
162 , -123
162 , -123
153 , -125
175 , -155
169 , -161
180 , -175
186 , -190
183 , -196
189 , -214
193 , -208
201 , -228
195 , -227
195 , -227
201 , -228
193 , -208
202 , -202
210 , -221
196 , -201
186 , -227
170 , -190
170 , -190
177 , -207
186 , -227
181 , -201
196 , -250
164 , -175
168 , -157
161 , -151
166 , -163
166 , -163
156 , -127
156 , -127
154 , -151
154 , -151
159 , -163
171 , -169
177 , -183
180 , -163
180 , -163
168 , -150
163 , -139
162 , -121
166 , -130
170 , -140
163 , -139
174 , -151
163 , -139
186 , -178
180 , -163
172 , -134
174 , -163
152 , -129
156 , -120
157 , -134
163 , -134
161 , -144
165 , -156
171 , -169
172 , -156
174 , -151
192 , -178
180 , -163
186 , -178
178 , -135
170 , -140
175 , -157
168 , -157
164 , -146
166 , -136
160 , -132
152 , -119
149 , -112
146 , -119
149 , -127
136 , -123
153 , -132
153 , -132
157 , -141
159 , -136
167 , -144
150 , -116
143 , -116
128 , -95
125 , -109
120 , -136
110 , 51
112 , -105
126 , -120
120 , -129
124 , -138
114 , -125
107 , -143
107 , -143
94 , -131
116 , -121
116 , -121
97 , -100
107 , -99
95 , -93
110 , -106
110 , -106
97 , -100
103 , -114
105 , -110
110 , -131
118 , -117
118 , -117
122 , -112
118 , -124
127 , -116
127 , -116
127 , -116
133 , -108
124 , -108
122 , -112
125 , -98
122 , -92
126 , 51
126 , 51
122 , -102
114 , -113
116 , -93
116 , -84
124 , -84
124 , -84
115 , -100
124 , -91
123 , -100
133 , 44
140 , 44
146 , 51
146 , 51
140 , 51
140 , 51
132 , -77
125 , -77
125 , -77
128 , -64
129 , -68
122 , -64
117 , -80
120 , -89
121 , -94
131 , -100
137 , -93
137 , -93
136 , -87
129 , -68
136 , -80
132 , -77
125 , -77
135 , -89
130 , -102
141 , -89
142 , -81
148 , -81
146 , 57
142 , -99
138 , -105
123 , -112
135 , -88
138 , -95
144 , -95
144 , -95
147 , -91
150 , -109
156 , -110
159 , -118
159 , -118
164 , -143
167 , -138
183 , -156
177 , -162
161 , -137
169 , -154
169 , -154
169 , -154
164 , -143
169 , -128
173 , -138
174 , -129
169 , -128
178 , -139
178 , -139
173 , -145
165 , -156
172 , -156
165 , -156
183 , -184
159 , -129
159 , -129
163 , -139
